,poi_name,poi_porb
0,宏源南门涮肉(前海店),0.9979014836265048
1,东来顺饭庄(前门大街店),0.9602000158373152
2,聚德华天烤肉季(什刹海总店),0.5085033377458142
3,聚宝源(牛街北口店),0.9208896432015136
4,东来顺饭庄(王府井店),0.9918481746626006
5,宏源南门涮肉(天坛店),0.9999881986829048
6,爆肚冯(前门店),0.5627987960217934
7,海底捞火锅(西单店),0.4642291648799436
8,牛街,0.3957652681318807
9,海底捞火锅(红庙店),0.4348527613108176
10,烤肉宛饭庄(南礼士路店),0.6355456658361704
11,鸿宾楼,0.5307987732151991
12,海底捞火锅(王府井in88店),0.8211638251173741
13,东来顺饭庄(大栅栏店),0.9383748572312922
14,牛街清真超市美食城,0.4193229254297319
15,东兴顺爆肚张,0.6496588620940634
16,老诚一锅(双井店),0.5420099531379273
17,香草香草云南原生态火锅(人大西门店),0.8838009129712069
18,呷哺呷哺(西单大悦城店),0.9215638524430584
19,呷哺呷哺(北新桥店),0.8147835914294967
20,东来顺饭庄(五道口店),0.9738746388383588
21,西贝西北菜(颐和园店),0.545995368861776
22,东来顺(中关村海淀大街店),1.0
23,黄记煌三汁焖锅(天坛东路),0.5558661573964087
24,HI辣火锅(香饵胡同店),0.6643686051508775
25,黄太吉特色风味卷饼(建外SOHO店),0.5643708772451905
26,宽板凳老灶火锅(簋街一店),0.7396259616432533
27,重庆孔亮火锅(东直门店),0.8001092551730791
